46,delivered,110,14.78,2,Sao Paulo,SP,50,57,266,3,4,18/05/17 13:55,18/05/17 14:05,29/05/17 12:47
47,delivered,49.9,9.26,1,Viamao,RS,944,42,415,2,5,14/05/17 20:28,14/05/17 20:42,25/05/17 9:14
48,delivered,229.9,29.92,1,Pitanga,PR,852,30,1151,8,5,17/05/18 16:59,18/05/18 1:17,21/05/18 15:22
49,shipped,58.9,21.25,1,Florianopolis,SC,880,41,799,1,1,29/07/18 11:24,29/07/18 11:44,02/08/18 22:09
50,delivered,796,51.32,2,Mutum,MG,369,39,383,1,4,09/08/17 20:19,11/08/17 4:15,16/08/17 17:16
51,delivered,59.8,18.68,2,Sao Paulo,SP,45,44,331,1,5,01/02/18 14:02,03/02/18 2:53,14/02/18 13:41
52,delivered,99.97,38.99,1,Quedas do Iguacu,PR,854,52,583,1,4,26/06/18 13:42,27/06/18 8:35,03/07/18 18:37
53,delivered,31.9,17.63,1,Cuiaba,MT,780,34,1078,2,2,26/07/18 14:39,26/07/18 14:55,31/07/18 22:26
54,delivered,177,16.45,1,Belo Horizonte,MG,311,51,803,1,4,15/12/17 0:06,15/12/17 0:14,03/01/18 15:09
55,delivered,109.9,15.52,1,Jacarei,SP,123,59,340,4,5,31/08/17 8:15,31/08/17 8:30,04/09/17 20:59
56,delivered,49.9,17.63,1,Recife,PE,506,36,412,5,4,11/06/18 10:25,11/06/18 10:58,19/06/18 0:31
57,delivered,49.8,33.58,2,Palmas,PR,855,43,810,1,1,11/06/18 8:18,11/06/18 8:31,14/06/18 21:32
58,delivered,59.9,13.54,1,Guarulhos,SP,70,32,1240,1,3,09/03/18 14:50,09/03/18 15:40,03/04/18 13:28
59,delivered,19.9,21.15,1,Teresina,PI,640,45,721,1,5,13/03/17 18:14,13/03/17 18:14,06/04/17 13:37
60,delivered,269.9,43.97,1,Campinas,SP,131,60,501,1,1,13/06/17 21:11,15/06/17 3:05,19/06/17 18:51
61,delivered,59.9,20.75,1,RIO DE JANEIRO,RJ,217,47,460,1,2,30/11/17 22:02,02/12/17 2:51,05/12/17 20:28
62,delivered,330,10.32,1,Varzea Paulista,SP,132,60,2644,6,5,05/08/18 13:09,05/08/18 13:24,10/08/18 18:35
63,delivered,59.9,14.13,1,Sao Paulo,SP,27,41,799,1,5,15/11/17 11:31,15/11/17 11:46,22/11/17 22:41
64,delivered,290,13.42,1,Novo Horizonte,SP,149,48,137,1,5,19/02/18 20:31,21/02/18 6:15,09/03/18 22:22
65,delivered,174,20.19,1,Itapecerica,MG,355,56,1672,2,5,22/04/18 8:48,24/04/18 18:25,24/04/18 19:31
66,delivered,19.99,16.79,1,Salvador,BA,419,52,869,1,4,07/01/18 21:44,07/01/18 21:51,17/01/18 20:26
67,delivered,249.9,19,1,Alegre,ES,295,46,739,2,4,10/02/18 13:26,10/02/18 13:35,20/02/18 22:13
68,delivered,145,8.28,1,Guarulhos,SP,72,59,1186,4,4,18/06/18 16:02,18/06/18 17:00,22/06/18 21:18
69,delivered,148,12.54,1,Atibaia,SP,129,35,617,3,5,13/06/18 13:47,15/06/18 2:37,18/06/18 22:32
70,delivered,24.9,11.85,1,SAO PAULO,SP,83,46,113,1,5,15/07/18 8:33,16/07/18 14:31,24/07/18 16:41
71,delivered,38.99,8.72,1,Sao Jose dos Campos,SP,122,60,517,4,1,13/09/17 14:27,13/09/17 14:44,16/09/17 15:40
72,delivered,144,18.89,1,RIO DE JANEIRO,RJ,200,51,638,1,3,13/04/18 8:44,13/04/18 13:30,19/04/18 20:41
73,delivered,124.9,17.06,1,Porto Alegre,RS,913,49,718,1,5,15/02/18 10:33,15/02/18 10:47,24/02/18 19:15
74,delivered,29.99,7.39,1,Sao Bernardo do Campo,SP,98,56,661,5,5,20/02/17 11:45,22/02/17 3:10,09/03/17 14:27
75,delivered,74.8,17.77,1,Taiobeiras,MG,395,42,687,3,3,20/04/17 17:15,21/04/17 5:15,10/05/17 9:17
76,delivered,269.9,28.04,1,Belem,PA,668,60,1351,7,5,15/09/17 9:19,15/09/17 9:35,25/09/17 20:14
77,delivered,59.99,22.13,1,Corumba,MS,793,46,280,3,5,28/07/18 16:52,31/07/18 3:50,06/08/18 18:44
78,delivered,79.99,22.49,1,Mata de Sao Joao,BA,482,48,219,3,5,09/08/17 18:32,09/08/17 18:45,16/08/17 18:17
79,delivered,99.99,16.33,1,Sao Paulo,SP,39,56,111,1,3,26/08/18 22:04,28/08/18 4:10,29/08/18 12:40
80,delivered,59,15.85,1,RIO DE JANEIRO,RJ,220,53,530,4,3,30/07/17 3:06,30/07/17 3:25,01/08/17 14:27
81,delivered,104.9,13.07,1,Pindamonhangaba,SP,124,44,770,1,4,22/12/17 0:17,23/12/17 2:15,09/01/18 19:52
82,delivered,17.9,16.05,1,Porto Alegre,RS,915,43,125,1,4,06/04/17 22:39,06/04/17 22:50,11/04/17 12:31
83,delivered,56.99,17.68,1,Fortaleza,CE,608,49,969,1,4,09/05/17 20:48,09/05/17 21:02,18/05/17 13:22
84,delivered,29.99,24.35,1,Sao Luis,MA,650,39,307,2,5,20/04/17 20:42,20/04/17 20:55,11/05/17 13:07
85,delivered,64.9,17.29,1,Saquarema,RJ,289,52,541,4,5,16/10/17 14:56,17/10/17 3:49,08/11/17 21:25
86,delivered,89.9,11.24,1,Pindamonhangaba,SP,124,56,187,1,5,08/12/17 9:42,09/12/17 2:49,19/12/17 18:43
87,delivered,34.9,14.52,1,RIO DE JANEIRO,RJ,222,60,1251,2,5,26/08/17 16:53,27/08/17 17:04,08/09/17 20:39
88,delivered,53.9,16.07,1,Jaragua do Sul,SC,892,59,341,2,4,27/02/18 12:55,01/03/18 2:48,16/03/18 14:59
89,delivered,32.9,25.63,1,Maringa,PR,870,60,2671,4,5,11/05/18 13:10,11/05/18 13:36,21/05/18 16:09
90,delivered,79.99,17.29,1,Indaiatuba,SP,133,58,1294,1,5,22/01/18 19:22,22/01/18 19:36,15/02/18 20:08
91,delivered,160,38.08,1,Batalha,PI,641,56,671,1,1,01/05/18 8:12,01/05/18 8:52,04/05/18 14:02
92,delivered,109.9,13.35,1,Sao Paulo,SP,58,57,242,1,5,19/09/17 22:17,20/09/17 7:55,10/10/17 18:43
93,delivered,537.99,17.87,1,RIO DE JANEIRO,RJ,227,60,693,1,1,11/04/18 22:32,11/04/18 22:49,27/04/18 23:14
94,delivered,16,11.85,1,Marilia,SP,175,45,429,2,5,20/12/17 23:45,22/12/17 2:37,09/01/18 18:14
95,delivered,84.9,28.99,1,Garanhuns,PE,552,54,404,4,5,22/04/18 23:23,24/04/18 19:24,30/04/18 17:57
96,delivered,84.99,13.15,1,Sao Paulo,SP,14,49,1513,3,4,03/08/18 8:59,03/08/18 9:31,17/08/18 0:49
97,delivered,238.99,18.11,1,Jacaraci,BA,463,34,520,1,5,14/05/18 8:35,14/05/18 8:52,18/05/18 14:48
98,delivered,86.9,16.24,1,Piracicaba,SP,134,54,245,1,3,22/11/17 11:32,22/11/17 11:46,28/12/17 19:43
99,delivered,19.8,29.04,2,Macae,RJ,279,45,118,1,3,30/03/17 7:50,30/03/17 8:05,10/04/17 2:59
100,delivered,29,7.78,1,Sao Bernardo do Campo,SP,97,55,167,3,4,05/06/18 9:10,05/06/18 9:32,18/06/18 12:36
101,delivered,339.9,39.29,1,Araguaina,TO,778,49,1715,4,5,26/08/18 11:04,26/08/18 11:15,28/08/18 21:06
102,delivered,103.9,11.75,1,Sao Paulo,SP,43,60,390,7,5,17/05/17 8:36,17/05/17 8:45,23/05/17 13:32
103,delivered,199.99,22.05,1,Sao Paulo,SP,40,43,1372,1,1,30/07/18 22:41,01/08/18 2:50,03/08/18 19:28
104,delivered,139,23.85,1,Panambi,RS,982,56,1068,4,4,03/08/18 17:44,07/08/18 6:15,07/08/18 6:15
105,delivered,339.9,11.19,1,Sao Caetano do Sul,SP,95,60,236,1,5,01/03/18 22:14,02/03/18 22:08,09/03/18 14:48
106,delivered,119.9,8.78,1,Duque de Caxias,RJ,252,29,190,1,5,06/02/18 21:09,06/02/18 21:29,16/02/18 20:24
107,delivered,40,13.37,1,Praia Grande,SP,117,50,234,1,5,28/01/17 23:45,29/01/17 1:31,10/02/17 17:30
108,delivered,204.99,18.68,1,Sao Paulo,SP,32,54,1296,2,5,27/01/18 22:04,27/01/18 22:16,09/02/18 20:16
109,delivered,39,12.69,1,Barueri,SP,64,42,53,3,4,01/07/17 15:42,04/07/17 4:10,12/07/17 20:17
110,delivered,35,17.78,1,Gurupi,TO,774,27,110,1,5,27/09/17 12:07,27/09/17 12:26,30/09/17 17:13
111,delivered,53.9,14.47,1,SAO PAULO,SP,82,58,340,2,4,28/11/17 21:00,01/12/17 9:31,23/01/18 21:38
112,delivered,116.99,14.57,1,RIO DE JANEIRO,RJ,230,59,1296,1,2,01/02/18 12:31,01/02/18 12:54,02/02/18 16:12
113,delivered,12.9,16.79,1,Sao Goncalo,RJ,244,55,248,1,5,22/08/18 16:10,22/08/18 16:25,28/08/18 14:52
114,delivered,104,14.9,1,Volta Redonda,RJ,272,50,2682,8,4,06/07/18 23:36,07/07/18 10:10,13/07/18 17:18
115,delivered,69.9,12.43,1,Guarulhos,SP,70,44,903,6,4,09/05/18 18:27,09/05/18 18:54,22/05/18 0:08
116,delivered,69,15.23,1,Vespasiano,MG,332,44,379,1,1,26/11/17 17:49,26/11/17 17:58,20/01/18 13:42
117,delivered,49.9,17.6,1,Navegantes,SC,883,59,341,2,5,29/09/17 9:32,29/09/17 9:44,30/09/17 16:55
118,delivered,144.41,17.45,1,RIO DE JANEIRO,RJ,209,47,956,1,4,27/06/17 23:11,27/06/17 23:35,29/06/17 10:16
119,delivered,597.9,17.21,1,Adamantina,SP,178,63,2873,8,2,23/01/18 10:32,23/01/18 10:59,07/02/18 14:59
120,delivered,220,13.88,1,Macaubal,SP,152,58,702,1,5,20/08/18 18:24,20/08/18 18:35,28/08/18 13:43
121,shipped,23.99,7.39,1,OSASCO,SP,61,48,575,1,2,30/01/18 7:51,30/01/18 8:13,20/02/18 15:25
122,invoiced,108.9,18.19,1,Concordia,SC,897,58,962,2,1,31/03/18 14:20,03/04/18 5:10,07/04/18 0:06
123,delivered,35,11.85,1,Ribeirao Preto,SP,140,58,644,6,5,07/03/18 23:00,09/03/18 3:00,19/03/18 18:46
124,delivered,364,64.58,1,Ribeiropolis,SE,495,51,625,1,5,08/05/18 22:12,08/05/18 22:31,14/05/18 18:55
125,delivered,99.9,12.4,1,Barueri,SP,64,55,273,1,4,30/03/17 14:46,30/03/17 14:55,27/04/17 11:08
126,delivered,219.99,30.47,1,Nova Cruz,RN,592,33,604,1,5,24/11/17 21:55,25/11/17 1:31,01/12/17 21:11
127,delivered,56.99,8.72,1,SAO PAULO,SP,81,24,435,3,4,25/04/18 22:18,25/04/18 22:31,27/04/18 16:50
128,delivered,89.1,16.59,1,Santa Luzia,MG,330,47,936,1,5,16/07/17 10:27,16/07/17 10:35,21/07/17 19:59
129,delivered,199.9,15.15,1,RIO DE JANEIRO,RJ,212,30,843,1,5,03/09/17 14:22,03/09/17 14:30,
130,delivered,99,11.71,1,Carapicuiba,SP,63,60,754,5,5,21/11/17 12:08,21/11/17 12:40,28/11/17 20:33
131,delivered,29.9,26.61,1,Maraba,PA,685,59,260,2,5,19/10/17 15:08,19/10/17 15:35,24/10/17 15:57
132,delivered,86.9,21.1,1,RIO DE JANEIRO,RJ,224,54,245,1,1,22/07/18 15:19,23/07/18 12:32,02/08/18 21:08
133,delivered,399,20.04,1,RIO DE JANEIRO,RJ,219,27,542,4,1,02/12/17 14:28,02/12/17 14:38,11/12/17 16:17
134,delivered,259.9,14.84,1,Americana,SP,134,52,980,1,5,26/03/18 9:14,26/03/18 9:28,29/03/18 20:08
135,shipped,54.9,17.81,1,Goiania,GO,744,57,914,3,1,09/01/18 6:37,09/01/18 7:27,15/01/18 14:56
136,delivered,13.98,7.71,1,BRASILIA,DF,726,48,1459,3,5,06/02/18 18:25,07/02/18 2:35,14/02/18 19:07
137,delivered,199,28.14,1,Santa Rita do Araguaia,GO,758,52,330,1,5,18/07/18 13:39,18/07/18 13:50,26/07/18 18:26
138,delivered,388,38.08,1,Rio Branco,AC,699,60,868,2,1,28/03/17 16:03,28/03/17 16:15,31/03/17 10:07
139,delivered,29,7.94,1,Sao Paulo,SP,26,45,3604,3,5,08/06/18 12:19,08/06/18 12:37,15/06/18 20:58
140,canceled,98.49,36.2,1,Pocos de Caldas,MG,377,35,396,1,1,10/07/17 12:23,12/07/17 2:10,17/07/17 17:03
141,delivered,132.7,25.68,1,RIO DE JANEIRO,RJ,230,52,791,6,5,16/05/18 16:10,18/05/18 4:54,24/05/18 19:04
142,delivered,269,17.64,1,Ouro Preto,MG,354,36,498,1,4,05/07/18 18:40,05/07/18 18:55,11/07/18 21:16
143,delivered,119.9,18.59,1,RIO DE JANEIRO,RJ,210,63,697,5,5,20/09/17 17:12,21/09/17 14:44,28/09/17 19:47
144,delivered,53.9,13.46,1,Sao Paulo,SP,57,58,340,2,5,21/02/18 17:15,22/02/18 16:10,22/03/18 0:03
145,delivered,124.8,14.23,1,Sao Paulo,SP,20,57,693,5,5,10/01/18 14:18,11/01/18 2:48,24/01/18 23:16
146,delivered,39.99,12.96,1,Paraguacu Paulista,SP,197,51,380,1,1,26/04/17 16:14,27/04/17 17:22,12/05/17 14:04
147,delivered,109.9,21.17,1,RIO DE JANEIRO,RJ,226,56,707,5,5,27/11/17 19:24,27/11/17 19:39,08/12/17 15:41
148,delivered,79.9,16.32,1,Tres Marias,MG,392,50,551,2,4,11/05/18 16:35,12/05/18 3:32,15/05/18 18:38
149,delivered,109.97,34.04,1,Santos,SP,110,30,606,2,4,25/05/18 8:54,25/05/18 9:16,30/05/18 15:06
150,delivered,248.99,35.91,1,Sao Paulo,SP,29,53,526,2,5,26/11/17 9:32,28/11/17 9:35,11/12/17 19:03
151,delivered,269.9,12.51,1,Sao Paulo,SP,21,32,1948,1,3,17/11/17 21:14,22/11/17 2:49,05/12/17 20:23
152,delivered,179,45.71,1,RIO DE JANEIRO,RJ,226,33,2188,2,5,23/07/18 18:27,24/07/18 10:32,01/08/18 19:31
153,delivered,99.9,0,1,RIO DE JANEIRO,RJ,227,33,556,3,1,14/02/18 13:05,14/02/18 13:15,09/03/18 21:52
154,delivered,619.98,28.84,2,Catu,BA,481,51,422,5,1,30/04/17 22:43,30/04/17 22:55,12/05/17 12:04
155,delivered,14.03,12.35,1,Sao Francisco de Itabapoana,RJ,282,51,180,3,3,10/01/18 11:33,11/01/18 2:32,
156,delivered,89.9,19.5,1,BRASILIA,DF,707,54,245,1,1,15/05/17 16:29,16/05/17 3:35,23/05/17 12:51
157,delivered,205,18.14,1,Cacapava,SP,122,58,162,4,4,22/07/17 19:16,22/07/17 19:25,31/07/17 18:17
158,delivered,255,18.23,1,Salvador,BA,417,47,566,1,5,24/06/18 19:01,24/06/18 19:20,28/06/18 13:03
159,delivered,49.9,13.37,1,Sao Paulo,SP,45,59,341,2,5,02/07/18 12:54,02/07/18 13:10,06/07/18 11:52
160,delivered,160,43.14,1,Maceio,AL,570,43,1373,3,1,06/03/17 0:14,06/03/17 0:33,20/03/17 9:28
161,delivered,149.4,90.6,6,TAGUATINGA,DF,719,32,350,3,5,04/10/17 23:02,04/10/17 23:14,20/10/17 16:18
162,delivered,28.9,7.78,1,Santo Andre,SP,91,56,444,3,4,21/12/17 17:43,21/12/17 17:56,04/01/18 21:56
163,delivered,199.89,15.49,1,Santa Rita do Sapucai,MG,375,22,279,1,5,09/05/17 11:48,11/05/17 11:45,
164,delivered,610,72.42,1,Jacobina,BA,447,38,1176,3,5,02/02/18 16:15,02/02/18 16:36,20/02/18 18:09
165,delivered,189,14.34,1,Catanduva,SP,158,45,772,1,5,01/06/18 11:26,02/06/18 3:15,05/06/18 17:44
166,delivered,205,18.14,1,Lorena,SP,126,56,162,5,5,09/08/18 16:23,09/08/18 17:30,14/08/18 19:12
167,delivered,219.99,17.17,1,Irape,SP,189,60,594,1,5,15/11/17 13:47,15/11/17 13:55,06/12/17 1:12
168,delivered,159,16.05,1,BRASILIA,DF,719,57,1901,1,5,26/04/18 11:59,26/04/18 12:11,03/05/18 2:52
169,delivered,598.4,63.36,1,Fortaleza,CE,607,63,3976,3,3,15/07/18 12:37,16/07/18 12:30,23/07/18 23:56
170,delivered,199,12.95,1,Sao Paulo,SP,54,54,674,1,1,30/05/18 22:33,30/05/18 22:55,18/06/18 23:07
171,delivered,99,17.94,1,Sao Paulo,SP,20,42,296,4,5,02/12/17 14:08,02/12/17 14:17,13/12/17 9:44
172,delivered,142.99,18.72,1,Santo Andre,SP,91,48,1043,1,5,29/03/18 14:27,29/03/18 14:35,06/04/18 22:52
173,delivered,150,12.55,1,Sao Paulo,SP,40,60,2894,1,5,25/06/18 15:36,25/06/18 15:58,27/06/18 17:18
174,delivered,55.9,24.94,1,Porto Velho,RO,768,57,1177,1,5,11/09/17 7:54,11/09/17 8:10,16/09/17 16:12
175,delivered,109.9,19.56,1,Volta Redonda,RJ,272,58,189,1,5,15/04/18 19:42,15/04/18 19:55,20/04/18 23:12
176,delivered,32.3,16.05,1,BRASILIA,DF,725,63,751,1,2,13/01/18 8:19,13/01/18 8:29,23/01/18 18:22
177,delivered,53.99,14.13,1,Belo Horizonte,MG,301,44,334,1,1,04/04/18 8:39,04/04/18 8:50,16/04/18 23:35
178,delivered,387,60.62,1,Boituva,SP,185,34,413,2,5,26/09/17 12:32,27/09/17 3:35,09/10/17 18:32
179,delivered,158,25.95,1,Perdizes,MG,381,58,162,4,5,28/02/18 17:00,02/03/18 2:10,22/03/18 10:18
180,delivered,101.5,21.55,1,Sao Paulo,SP,51,55,1130,1,5,22/04/17 19:26,22/04/17 19:41,28/04/17 14:37
181,delivered,14.9,14.52,1,Curitiba,PR,825,50,300,1,1,13/09/17 9:18,13/09/17 13:45,21/09/17 21:16
182,delivered,15.9,9.34,1,OSASCO,SP,60,55,79,1,5,18/01/18 9:30,18/01/18 9:38,20/01/18 17:56
183,delivered,119,25.31,1,Sao Gabriel,RS,973,59,1893,1,3,14/03/17 16:25,14/03/17 16:25,03/04/17 13:37
184,delivered,99.99,15.91,1,Volta Redonda,RJ,272,54,1012,1,3,20/12/17 12:30,21/12/17 2:11,09/01/18 15:44
185,delivered,49.9,7.78,1,Sao Paulo,SP,48,50,278,1,5,04/12/17 17:24,04/12/17 18:30,11/12/17 18:52
186,delivered,16.46,14.12,1,Belo Horizonte,MG,311,59,2507,1,5,03/08/18 22:23,03/08/18 22:35,14/08/18 18:16
187,delivered,75,14.28,1,RIO DE JANEIRO,RJ,222,33,152,1,3,29/03/18 14:29,03/04/18 5:48,08/04/18 16:22
188,delivered,238.9,16.7,1,Pocos de Caldas,MG,377,53,84,1,1,18/05/17 20:59,18/05/17 21:10,30/05/17 9:12
189,delivered,44.9,16.05,1,Rolante,RS,956,61,1054,4,3,16/06/17 0:22,16/06/17 0:35,26/06/17 13:49
190,delivered,86.9,20.5,1,Sao Paulo,SP,37,54,245,1,5,05/07/17 9:16,07/07/17 2:50,17/07/17 17:23
191,delivered,22.99,18.94,1,BRASILIA,DF,706,56,471,3,3,27/07/18 12:45,27/07/18 13:04,06/08/18 17:20
192,delivered,49,7.6,1,Sao Paulo,SP,28,58,600,3,5,08/07/17 14:12,08/07/17 14:25,17/07/17 20:39
193,delivered,69.9,16.74,1,SAO PAULO,SP,82,37,490,1,1,15/03/18 16:59,15/03/18 17:15,20/03/18 16:13
194,delivered,48,21.47,1,Volta Redonda,RJ,272,43,126,1,5,25/06/17 19:30,25/06/17 19:45,04/07/17 10:51
195,delivered,149.9,21.97,1,Belo Horizonte,MG,304,60,234,1,4,28/02/18 21:27,28/02/18 21:48,09/03/18 13:46
196,delivered,150,13.39,1,Sao Jose do Rio Preto,SP,150,31,736,3,5,16/04/18 21:07,16/04/18 22:10,24/04/18 20:38
197,delivered,99.9,16.46,1,Sao Paulo,SP,42,43,743,5,5,15/05/18 19:55,16/05/18 8:36,07/06/18 13:58
198,delivered,91.33,15.39,1,RIO DE JANEIRO,RJ,224,58,1064,1,5,13/07/18 15:45,13/07/18 16:04,24/07/18 20:16
199,delivered,24.9,8.33,1,Sao Paulo,SP,40,25,409,1,4,01/08/17 18:52,03/08/17 3:04,05/08/17 12:14
200,delivered,9.97,25.63,1,Guarai,TO,777,56,351,1,5,21/07/18 12:49,26/07/18 23:31,25/07/18 23:58
201,delivered,49.9,17.6,1,Sete Lagoas,MG,357,59,341,2,5,09/03/17 22:17,09/03/17 22:17,16/03/17 8:24
202,delivered,55,7.78,1,Guarulhos,SP,72,60,160,3,5,09/12/17 17:27,09/12/17 17:37,04/01/18 21:23
203,delivered,129.9,13.49,1,Mogi das Cruzes,SP,87,58,2448,2,1,01/08/18 10:48,02/08/18 10:45,07/08/18 13:59
204,delivered,89.9,19.5,1,BRASILIA,DF,707,56,187,1,1,09/04/18 13:56,11/04/18 5:50,16/04/18 20:58
205,delivered,84.99,19.13,1,Fortaleza,CE,607,59,1071,1,5,10/02/18 19:27,10/02/18 19:35,19/02/18 15:07
206,delivered,30,7.78,1,Sao Paulo,SP,32,32,534,2,4,27/04/17 11:08,27/04/17 11:22,15/05/17 12:00
207,delivered,32.9,15.79,1,Belo Horizonte,MG,303,35,222,5,5,06/12/17 15:26,08/12/17 2:54,13/12/17 18:03
208,delivered,25.9,15.1,1,Brusque,SC,883,32,3831,1,5,30/11/17 22:37,01/12/17 10:31,08/12/17 20:56
209,delivered,89,14.37,1,Sao Paulo,SP,57,44,144,1,3,05/06/17 13:24,07/06/17 19:42,16/06/17 14:04
210,delivered,57,11.9,1,Carapicuiba,SP,63,30,1064,1,5,12/09/17 16:32,12/09/17 16:45,22/09/17 16:43
